co_fat_cidadao_pec,no_cidadao,dt_registro_nascimento,ds_sexo,nu_cns,nu_cpf_cidadao,nu_telefone_celular,st_faleceu,dt_ultima_atualizacao_cidadao,st_diabetes_diagnosticada,st_hipertensao_diagnosticada,nu_ine,no_equipe,data_ultimo_atend_individual,equipe_ine_atendimento,equipe_nome_atendimento,nu_atend_ubs_ultimos_12_meses,data_transmissao
700391,FULANO XAVIER,1945-07-13,MASCULINO,882112678292270,67461122259,(16) 96104-9531,0,2026-06-01 12:40:00,0,0,0001234571,ESF 5,2026-02-12,0001234571,ESF 5,4,2026-08-01
700392,FULANA TAVARES DE ESTEVES,1993-03-03,FEMININO,798241769025075,91972804881,(11) 98891-8964,0,2025-11-13 16:40:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700393,CICRANA BITTENCOURT TAVARES,2014-03-14,FEMININO,789570551378290,07366749851,(16) 91369-5458,0,2024-11-29 09:00:00,0,0,0001234568,ESF 2,2026-03-06,0001234568,ESF 2,1,2026-08-01
700394,CICRANA FURTADO DA XAVIER,1960-11-17,FEMININO,742032528529667,77015112109,(16) 94008-8508,0,2026-03-14 12:15:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700395,CICRANA DOS CARVALHO,2002-07-09,FEMININO,776634263951128,50470403803,(18) 93107-3919,0,2025-12-04 10:00:00,1,0,0001234567,ESF  1 ,2025-11-07,0001234567,ESF  1 ,1,2026-08-01
700396,FULANO ESCOBAR,1960-05-29,MASCULINO,774916671506817,62054957675,(19) 93214-8987,0,2025-07-07 15:15:00,0,0,0001234573,ESF 7,2025-12-05,0001234573,ESF 7,5,2026-08-01
700397,FULANA NOGUEIRA,1998-02-18,FEMININO,774218158636968,72054100537,(19) 93408-8564,0,2025-08-10 09:15:00,0,0,0001234569,ESF 3,2025-01-04,0001234569,ESF 3,0,2026-08-01
700398,FULANA QUEIROZ DOS QUEIROZ,1949-05-19,FEMININO,756083370716369,06914469548,(13) 91420-5135,0,2025-03-31 10:20:00,0,0,0001234573,ESF 7,2025-04-05,0001234573,ESF 7,0,2026-08-01
700399,CICRANO GALVAO BITTENCOURT,2004-02-02,MASCULINO,883284606439625,24858780059,(15) 99040-4032,0,2026-01-03 13:50:00,0,0,0001234572,ESF 5,2026-01-06,0001234572,ESF 5,1,2026-08-01
700400,FULANA FURTADO LACERDA,1976-12-02,FEMININO,829557575987894,17325256842,(19) 98493-9995,0,2024-11-08 15:30:00,0,0,0001234567,ESF  1 ,2024-04-13,0001234567,ESF  1 ,0,2026-08-01
700401,SICRANO PEIXOTO GALVAO,1942-08-25,MASCULINO,758623090727654,59502932901,(13) 98028-7552,0,2025-03-28 11:00:00,1,0,0001234567,ESF  1 ,2026-03-19,0001234567,ESF  1 ,2,2026-08-01
700402,CICRANO SALGADO GUIMARAES,1994-10-01,MASCULINO,773781684375169,82958755313,(16) 96325-1527,0,2025-01-12 16:30:00,0,0,0001234571,ESF 5,2025-12-20,0001234571,ESF 5,1,2026-08-01
700403,CICRANO REZENDE,1985-11-09,MASCULINO,882055763454590,37544503870,(17) 94794-2079,0,2025-07-22 09:50:00,0,0,0001234571,ESF 5,2024-06-22,0001234571,ESF 5,0,2026-08-01
700404,FULANO MESQUITA,1985-04-03,MASCULINO,855971624015779,29482190786,(18) 93212-8021,0,2025-06-20 08:00:00,0,0,0001234572,ESF 5,2024-11-10,0001234572,ESF 5,0,2026-08-01
700405,BELTRANA SALGADO DA MESQUITA,1948-04-25,FEMININO,785357323724944,01624689621,(11) 97928-2639,0,2025-09-27 08:45:00,0,0,0001234571,ESF 5,2026-03-18,0001234571,ESF 5,1,2026-08-01
700406,FULANO DOS JARDIM,1963-04-29,MASCULINO,803606051908455,05773675103,(15) 91008-4681,0,2026-06-28 09:30:00,0,0,0001234571,ESF 5,2023-09-14,0001234571,ESF 5,0,2026-08-01
700407,BELTRANO DE MARINHO,1960-03-15,MASCULINO,886171574568950,12582337707,(11) 92612-3811,0,2025-02-28 14:20:00,1,0,0001234567,ESF  1 ,2022-08-16,0001234567,ESF  1 ,0,2026-08-01
700408,CICRANA SALGADO GUIMARAES,1939-11-09,FEMININO,832285966754737,08338324761,(14) 91032-3784,0,2026-02-17 13:20:00,0,0,0001234568,ESF 2,2024-08-14,0001234568,ESF 2,0,2026-08-01
700409,BELTRANO SALGADO DA LACERDA,1968-03-07,MASCULINO,849028306197988,13458188909,(16) 96907-9850,0,2025-06-18 15:45:00,0,0,0001234567,ESF  1 ,2026-04-24,0001234567,ESF  1 ,1,2026-08-01
700410,SICRANO ZAMBONI DOS QUEIROZ,2016-12-02,MASCULINO,762555888062466,53936599115,(17) 99662-1127,0,2024-11-22 10:10:00,0,0,0001234572,ESF 5,2026-06-02,0001234572,ESF 5,1,2026-08-01
700411,CICRANA VALADARES,1941-04-28,FEMININO,790710592932723,98064303606,(11) 98931-1718,0,2025-11-20 13:40:00,1,0,0001234569,ESF 3,,,,0,2026-08-01
700412,BELTRANA MESQUITA,1943-08-25,FEMININO,743242304250319,42640340515,(11) 98392-6438,0,2025-08-30 14:15:00,0,0,0001234573,ESF 7,2026-03-15,0001234573,ESF 7,1,2026-08-01
700413,CICRANO DA GUIMARAES,1977-01-27,MASCULINO,746204224065589,53191556703,(14) 94124-7943,0,2026-07-08 09:30:00,0,0,0001234573,ESF 7,2025-06-20,0001234573,ESF 7,0,2026-08-01
700414,BELTRANO ALBUQUERQUE,2022-03-10,MASCULINO,817254963540208,24407401011,(17) 93068-6163,0,2025-10-24 08:15:00,0,0,0001234573,ESF 7,2023-05-13,0001234573,ESF 7,0,2026-08-01
700415,BELTRANA FONTOURA DE DELGADO,1975-01-15,FEMININO,829123040836545,73216110789,(15) 96473-3520,0,2025-10-08 09:00:00,0,0,0001234573,ESF 7,2025-10-06,0001234573,ESF 7,2,2026-08-01
700416,CICRANA DA QUEIROZ,1943-01-02,FEMININO,801997651848720,08761119165,(17) 93726-6024,0,2025-04-23 15:20:00,0,0,0001234572,ESF 5,2026-01-14,0001234572,ESF 5,1,2026-08-01
700417,SICRANA DA MARINHO,1981-10-01,FEMININO,761368980450042,76033866241,(19) 93124-9423,0,2024-10-10 13:15:00,0,0,0001234570,ESF 4,2026-02-13,0001234570,ESF 4,1,2026-08-01
700418,SICRANO DELGADO,2020-02-28,MASCULINO,762853886966199,77626825200,(12) 91616-3410,0,2025-07-12 10:15:00,0,0,0001234573,ESF 7,2025-01-28,0001234573,ESF 7,0,2026-08-01
700419,FULANA UCHOA DE FONTOURA,1949-12-20,FEMININO,856941578781926,24472195390,(14) 94931-6613,0,2025-01-05 15:15:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700420,SICRANO DANTAS LOUREIRO,2024-08-11,MASCULINO,704199366484679,44729063768,(17) 91453-9784,0,2025-12-17 09:50:00,0,0,0001234571,ESF 5,2023-03-14,0001234571,ESF 5,0,2026-08-01
700421,CICRANA FURTADO QUEIROZ,1955-08-20,FEMININO,751502360059554,55345342068,(19) 93081-4382,0,2025-04-21 09:00:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700422,,2017-05-07,MASCULINO,896336656386406,06092825067,(19) 94556-9074,0,2024-12-03 11:10:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700423,FULANA DE BANDEIRA,2012-07-16,FEMININO,726462605801500,86959253901,(12) 97240-9474,0,2024-09-23 11:40:00,0,0,0001234572,ESF 5,2025-12-29,0001234572,ESF 5,1,2026-08-01
700424,CICRANO FONTOURA SALGADO,1951-03-10,MASCULINO,850238474853110,04997930726,(17) 98551-9847,0,2024-11-20 10:45:00,0,0,0001234568,ESF 2,2023-01-23,0001234568,ESF 2,0,2026-08-01
700425,BELTRANO DA MARINHO,1995-05-19,MASCULINO,890434946731557,30668009625,(17) 94833-8878,0,2025-08-30 13:20:00,0,0,0001234567,ESF  1 ,2024-12-21,0001234567,ESF  1 ,0,2026-08-01
700426,CICRANO ESCOBAR UCHOA,1981-12-18,MASCULINO,787458998220025,48827231588,(11) 91860-7089,0,2026-06-20 10:10:00,0,0,0001234569,ESF 3,2023-01-23,0001234569,ESF 3,0,2026-08-01
700427,CICRANO BITTENCOURT FONTOURA,1972-02-22,MASCULINO,723192122488320,23832536265,(15) 95040-3952,0,2026-03-08 14:15:00,0,0,0001234569,ESF 3,2024-12-14,0001234569,ESF 3,0,2026-08-01
700428,BELTRANO ESTEVES,1990-07-24,MASCULINO,814459060578228,55990847441,(13) 98788-6325,0,2025-07-09 09:20:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700429,BELTRANO DA ESTEVES,1974-12-26,MASCULINO,747743598726376,98773328848,(14) 91527-9737,0,2025-09-26 09:00:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700430,FULANO DANTAS PEIXOTO,2002-03-04,MASCULINO,894734646416378,88908872737,(12) 99178-9685,0,2024-10-26 16:45:00,0,0,0001234567,ESF  1 ,2024-04-25,0001234567,ESF  1 ,0,2026-08-01
700431,FULANO GALVAO,2017-10-06,MASCULINO,842663281773339,51980788163,(19) 92306-7619,0,2025-04-14 09:45:00,0,0,0001234567,ESF  1 ,2026-03-17,0001234567,ESF  1 ,1,2026-08-01
700432,SICRANA DE SALGADO,1994-12-19,FEMININO,805120861095679,36970330347,(15) 96380-3438,0,2025-05-07 14:10:00,0,0,0001234569,ESF 3,2022-12-21,0001234569,ESF 3,0,2026-08-01
700433,SICRANO DE GALVAO,1984-11-27,MASCULINO,750177710047501,56080412242,(11) 96447-7782,0,2025-07-01 13:45:00,0,0,0001234571,ESF 5,2024-10-26,0001234571,ESF 5,0,2026-08-01
700434,BELTRANA FONTOURA NOVAES,1998-12-01,FEMININO,737432391558160,30254913882,(11) 95436-3979,0,2025-03-05 12:10:00,0,0,0001234573,ESF 7,2026-06-23,0001234573,ESF 7,1,2026-08-01
700435,SICRANO DE ESCOBAR,1975-09-02,MASCULINO,768207588975967,49594479826,(11) 98886-3845,0,2026-02-24 16:10:00,0,0,0001234572,ESF 5,2026-07-07,0001234572,ESF 5,1,2026-08-01
700436,BELTRANO XAVIER DOS QUINTELA,1979-06-20,MASCULINO,770257345501332,99992439590,(19) 99152-2129,0,2024-10-07 12:40:00,0,0,0001234570,ESF 4,2025-06-23,0001234570,ESF 4,0,2026-08-01
700437,SICRANO CORDEIRO DE JARDIM,1981-01-26,MASCULINO,842159037346075,53264707480,(16) 96424-8234,0,2025-08-05 15:30:00,0,0,0001234572,ESF 5,2026-05-08,0001234572,ESF 5,2,2026-08-01
700438,CICRANA ZAMBONI DOS VASCONCELOS,1983-08-22,FEMININO,818356950915875,98352056809,(11) 96358-8564,0,2025-08-12 09:40:00,0,0,0001234573,ESF 7,2024-11-23,0001234573,ESF 7,0,2026-08-01
700439,FULANA FURTADO VALADARES,1942-03-26,FEMININO,707913120629804,64368251696,(18) 95108-3041,0,2025-12-21 11:45:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700440,BELTRANA DA NOVAES,1948-08-04,FEMININO,771620411368465,63805227435,(13) 94895-3735,0,2025-01-27 10:50:00,0,0,0001234567,ESF  1 ,2024-03-25,0001234567,ESF  1 ,0,2026-08-01
700441,FULANO ALBUQUERQUE DOS GUIMARAES,1942-01-04,MASCULINO,818288816632666,39456086781,(11) 93384-2444,0,2025-02-12 13:50:00,0,0,0001234572,ESF 5,2026-02-21,0001234572,ESF 5,4,2026-08-01
700442,CICRANA XAVIER BANDEIRA,1939-10-12,FEMININO,716344603980670,88976069979,(13) 97641-6623,0,2026-07-07 08:40:00,0,0,0001234570,ESF 4,2025-03-17,0001234570,ESF 4,0,2026-08-01
700443,SICRANO HUNGRIA VALADARES,2024-09-17,MASCULINO,782109313674029,94567649151,(16) 96879-2023,0,2024-11-04 10:15:00,0,0,0001234572,ESF 5,2026-03-16,0001234572,ESF 5,1,2026-08-01
700444,FULANO NOVAES DA SAMPAIO,2005-03-17,MASCULINO,723455265353590,74325383108,(12) 98410-9744,0,2026-05-04 15:50:00,1,0,0001234571,ESF 5,2025-09-15,0001234571,ESF 5,1,2026-08-01
700445,BELTRANO ESTEVES LACERDA,1988-05-21,MASCULINO,722579498874876,13524052615,(18) 99093-3209,0,2026-03-10 10:20:00,0,0,0001234570,ESF 4,2024-12-04,0001234570,ESF 4,0,2026-08-01
700446,BELTRANO DELGADO,1944-10-16,MASCULINO,891914330790770,19981471934,(11) 91434-3639,0,2024-12-31 12:10:00,0,0,0001234570,ESF 4,2023-11-27,0001234570,ESF 4,0,2026-08-01
700447,BELTRANO DA TEIXEIRA,1949-01-12,MASCULINO,844440836471872,58212768458,(19) 95695-6076,0,2026-05-13 08:20:00,1,0,0001234569,ESF 3,2022-09-08,0001234569,ESF 3,0,2026-08-01
700448,BELTRANO JARDIM DA GUIMARAES,1957-02-10,MASCULINO,825820649580956,00882780426,(19) 95483-3483,0,2026-07-15 12:10:00,0,0,0001234571,ESF 5,2024-05-29,0001234571,ESF 5,0,2026-08-01
700449,FULANO DOS BANDEIRA,1999-06-20,MASCULINO,730023809733127,00800492731,(17) 91708-7368,0,2025-05-31 16:40:00,0,0,0001234568,ESF 2,2025-11-06,0001234568,ESF 2,1,2026-08-01
700450,CICRANA FURTADO ALBUQUERQUE,1981-07-25,FEMININO,803117962364660,93035038563,(18) 93748-1507,0,2025-03-25 08:10:00,0,0,0001234569,ESF 3,2025-07-01,0001234569,ESF 3,0,2026-08-01
700451,BELTRANA VALADARES,2004-07-12,FEMININO,843631723017447,61096477808,(17) 94213-6876,0,2025-09-25 16:15:00,0,0,0001234572,ESF 5,2023-07-23,0001234572,ESF 5,0,2026-08-01
700452,FULANO XAVIER BANDEIRA,1952-10-25,MASCULINO,784885774159744,14159558675,(14) 96629-6192,0,2024-10-14 11:10:00,0,0,0001234569,ESF 3,2026-02-25,0001234569,ESF 3,2,2026-08-01
700453,BELTRANA SALGADO MARINHO,1953-05-01,FEMININO,849661437936741,05157501821,(15) 96336-7046,0,2025-01-23 10:50:00,0,0,0001234571,ESF 5,2024-09-30,0001234571,ESF 5,0,2026-08-01
700454,FULANO PORTELA QUEIROZ,1938-07-21,MASCULINO,814208558359416,85321449857,(15) 97384-1191,0,2026-04-24 15:20:00,0,0,0001234568,ESF 2,2023-11-02,0001234568,ESF 2,0,2026-08-01
700455,BELTRANO DANTAS DOS ESCOBAR,1983-02-12,MASCULINO,836782607247646,48821568220,(15) 92656-9877,0,2025-04-15 14:50:00,0,0,0001234567,ESF  1 ,2025-07-20,0001234567,ESF  1 ,0,2026-08-01
700456,CICRANA DE PEIXOTO,1960-05-29,FEMININO,879428241996214,77009326704,(16) 93567-3453,0,2025-12-21 12:40:00,0,0,0001234569,ESF 3,2026-04-22,0001234569,ESF 3,1,2026-08-01
700457,SICRANA NOVAES DE CARVALHO,1953-05-19,FEMININO,855913635853579,33093165998,(15) 96611-8394,0,2025-12-21 14:30:00,0,0,0001234568,ESF 2,2025-05-26,0001234568,ESF 2,0,2026-08-01
700458,BELTRANA NOVAES,1982-11-08,FEMININO,816921584582752,66635883461,(18) 97015-2003,0,2026-04-27 09:00:00,0,0,0001234570,ESF 4,2025-06-22,0001234570,ESF 4,0,2026-08-01
700459,SICRANO TAVARES DA HUNGRIA,1992-04-01,MASCULINO,816145965916437,48551423607,(16) 94335-2233,0,2025-04-01 08:20:00,0,0,0001234569,ESF 3,2024-10-09,0001234569,ESF 3,0,2026-08-01
700460,CICRANO DA DANTAS,1938-10-27,MASCULINO,781980749383535,54248763070,(13) 91606-7454,0,2025-06-04 14:15:00,0,0,0001234569,ESF 3,2023-06-05,0001234569,ESF 3,0,2026-08-01
700461,BELTRANA NOVAES,1974-02-22,FEMININO,770065290283301,13131481995,(11) 98377-4112,0,2025-06-12 09:10:00,0,0,0001234571,ESF 5,2025-06-06,0001234571,ESF 5,0,2026-08-01
700462,FULANA DA GALVAO,1982-12-12,FEMININO,724780658131574,72753398110,(11) 93166-1260,0,2025-03-20 14:45:00,0,0,0001234572,ESF 5,2025-07-01,0001234572,ESF 5,0,2026-08-01
700463,SICRANA VASCONCELOS,1975-07-22,FEMININO,884469274020307,73481462876,(18) 94346-2894,0,2025-02-12 08:10:00,1,0,0001234573,ESF 7,2026-02-28,0001234573,ESF 7,2,2026-08-01
700464,BELTRANA FURTADO DE QUEIROZ,1952-01-15,FEMININO,771668926760073,95933960048,(17) 98651-2264,0,2025-11-27 11:45:00,0,0,0001234571,ESF 5,2026-01-12,0001234571,ESF 5,1,2026-08-01
700465,FULANO TEIXEIRA REZENDE,2020-01-03,MASCULINO,773905336218866,73591522679,(18) 99142-5022,0,2026-05-23 13:00:00,0,0,0001234569,ESF 3,2025-10-13,0001234569,ESF 3,3,2026-08-01
700466,BELTRANO DELGADO,2007-01-02,MASCULINO,816362406730272,89117336369,(19) 95147-3559,0,2025-01-23 11:10:00,1,0,0001234570,ESF 4,,,,0,2026-08-01
700467,SICRANA NOVAES DE DELGADO,2010-07-17,FEMININO,884178404197720,37572721967,(12) 98303-2180,0,2026-05-08 16:50:00,0,0,0001234572,ESF 5,2023-08-10,0001234572,ESF 5,0,2026-08-01
700468,CICRANO DA BITTENCOURT,1961-05-03,MASCULINO,874880316185743,98990866490,(11) 93008-1700,0,2024-10-24 14:40:00,0,0,0001234569,ESF 3,2022-07-02,0001234569,ESF 3,0,2026-08-01
700469,BELTRANO DANTAS DA QUEIROZ,1967-10-30,MASCULINO,732861615604152,33401092228,(16) 99725-2471,0,2025-06-20 13:40:00,0,0,0001234569,ESF 3,2025-07-27,0001234569,ESF 3,0,2026-08-01
700470,FULANO LACERDA,1947-06-17,MASCULINO,720029454330665,55636654457,(16) 91156-6263,0,2026-03-06 12:20:00,0,0,0001234571,ESF 5,2025-11-22,0001234571,ESF 5,1,2026-08-01
700471,SICRANO TAVARES TEIXEIRA,2027-05-14,MASCULINO,766778756180946,29031263134,(17) 93738-9470,0,2025-10-05 13:45:00,0,0,0001234568,ESF 2,2026-04-01,0001234568,ESF 2,2,2026-08-01
700472,BELTRANO BITTENCOURT PORTELA,2011-06-28,MASCULINO,738421705063040,77449730112,(18) 99767-2853,0,2025-08-07 16:00:00,0,0,0001234572,ESF 5,2024-01-26,0001234572,ESF 5,0,2026-08-01
700473,BELTRANA GUIMARAES,2002-07-13,FEMININO,853962102791511,85025428697,(13) 95372-4497,0,2026-01-13 10:50:00,0,0,0001234568,ESF 2,2026-06-10,0001234568,ESF 2,7,2026-08-01
700474,CICRANO GALVAO DOS QUEIROZ,1948-08-03,MASCULINO,746586050611640,91013408404,(19) 97942-8895,0,2025-02-19 13:15:00,0,0,0001234570,ESF 4,2026-05-30,0001234570,ESF 4,1,2026-08-01
700475,SICRANO MARINHO DA XAVIER,1998-11-28,MASCULINO,714062836289208,21451482991,(14) 94588-9612,0,2026-04-18 08:50:00,0,0,0001234570,ESF 4,2023-11-27,0001234570,ESF 4,0,2026-08-01
700476,SICRANO JARDIM ALBUQUERQUE,1953-08-21,MASCULINO,731151788906327,15931229770,(12) 99139-6699,0,2025-04-24 14:40:00,1,0,0001234569,ESF 3,2023-12-16,0001234569,ESF 3,0,2026-08-01
700477,CICRANA QUEIROZ,2014-03-06,FEMININO,813740740503430,38621532825,(15) 93595-8562,0,2026-06-09 15:20:00,0,0,0001234567,ESF  1 ,2023-05-25,0001234567,ESF  1 ,0,2026-08-01
700478,CICRANA QUINTELA BANDEIRA,1958-09-08,FEMININO,733867773256719,58302297497,(11) 95841-2037,0,2025-01-29 11:50:00,0,0,0001234573,ESF 7,2023-07-29,0001234573,ESF 7,0,2026-08-01
700479,BELTRANO XAVIER DA BITTENCOURT,1968-05-02,MASCULINO,881141907224763,83905752213,(13) 93105-5303,0,2025-07-25 09:30:00,0,0,0001234572,ESF 5,2023-02-13,0001234572,ESF 5,0,2026-08-01
700480,SICRANA BITTENCOURT,2015-11-18,FEMININO,760948363031398,30732153019,(15) 94025-2365,0,2026-02-09 14:20:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700481,BELTRANO MESQUITA TEIXEIRA,2014-05-18,MASCULINO,829954904090645,28597750210,(14) 92639-9507,0,2025-08-19 12:00:00,0,0,0001234573,ESF 7,2026-07-26,0001234573,ESF 7,1,2026-08-01
700482,SICRANO DELGADO BITTENCOURT,1985-05-01,MASCULINO,728463152492102,15974723105,(11) 95453-2822,0,2025-10-09 15:50:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700483,FULANA SAMPAIO,1982-03-03,FEMININO,710088997182399,26133795370,(12) 98259-3183,0,2025-06-13 13:45:00,0,0,0001234573,ESF 7,2025-01-01,0001234573,ESF 7,0,2026-08-01
700484,SICRANA ALBUQUERQUE DE VALADARES,1961-04-19,FEMININO,792642526262298,71547145499,(18) 97644-2923,0,2025-01-28 09:10:00,0,0,0001234573,ESF 7,2024-08-12,0001234573,ESF 7,0,2026-08-01
700485,,1955-08-09,MASCULINO,818109740022454,05226471549,(18) 93863-6247,0,2025-02-26 16:20:00,0,0,0001234572,ESF 5,2026-03-16,0001234572,ESF 5,1,2026-08-01
700486,SICRANO UCHOA DA FURTADO,2023-07-21,MASCULINO,719499178895633,70344777953,(15) 98519-7153,0,2024-11-18 16:40:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700487,FULANA DE ZAMBONI,1958-03-03,FEMININO,764134573992359,59108054950,(19) 91862-4064,0,2025-12-26 15:15:00,0,0,0001234573,ESF 7,2025-05-15,0001234573,ESF 7,0,2026-08-01
700488,SICRANO FURTADO DA HUNGRIA,1940-01-11,MASCULINO,886531626274583,10897201656,(18) 95655-1650,0,2025-09-11 09:15:00,0,0,0001234569,ESF 3,2024-02-13,0001234569,ESF 3,0,2026-08-01
700489,SICRANO GUIMARAES,2002-10-23,MASCULINO,772376284788802,92605211224,(16) 94525-7394,0,2024-09-27 15:50:00,0,0,0001234573,ESF 7,2023-06-24,0001234573,ESF 7,0,2026-08-01
700490,BELTRANO DA SAMPAIO,1977-02-07,MASCULINO,711132593252541,20408522632,(15) 99322-8257,0,2025-05-11 10:10:00,0,0,0001234571,ESF 5,2022-11-12,0001234571,ESF 5,0,2026-08-01
700491,BELTRANA MARINHO VASCONCELOS,2011-04-26,FEMININO,826777966941612,99836250752,(19) 97025-7763,0,2025-12-27 12:15:00,0,0,0001234568,ESF 2,2026-06-21,0001234568,ESF 2,4,2026-08-01
700492,BELTRANA BITTENCOURT DOS BANDEIRA,1977-03-21,FEMININO,793435282007867,53455302468,(12) 99646-9864,0,2024-12-25 14:20:00,1,0,0001234567,ESF  1 ,2026-02-12,0001234567,ESF  1 ,4,2026-08-01
700493,FULANA DE NOGUEIRA,1972-06-04,FEMININO,711905972713357,90113273496,(19) 99694-9829,0,2025-08-16 10:00:00,0,0,0001234570,ESF 4,2023-11-05,0001234570,ESF 4,0,2026-08-01
700494,SICRANO REZENDE BITTENCOURT,1978-03-16,MASCULINO,715918661663207,04131650194,(18) 94715-4903,0,2026-02-06 16:20:00,0,0,0001234571,ESF 5,2022-08-20,0001234571,ESF 5,0,2026-08-01
700495,FULANA UCHOA DOS ZAMBONI,2019-07-31,FEMININO,865864662323012,17064130336,(19) 91682-2426,0,2025-09-19 14:45:00,0,0,0001234572,ESF 5,2023-04-07,0001234572,ESF 5,0,2026-08-01
700496,SICRANA ALBUQUERQUE,2000-02-23,FEMININO,825961788826307,56095851638,(17) 98194-4641,0,2025-06-21 15:15:00,0,0,0001234569,ESF 3,2024-08-05,0001234569,ESF 3,0,2026-08-01
700497,CICRANA DE NOGUEIRA,2022-12-04,FEMININO,847859746045404,75060844812,(16) 98252-5715,0,2025-08-20 11:10:00,0,0,0001234573,ESF 7,2025-12-16,0001234573,ESF 7,1,2026-08-01
700498,SICRANA TEIXEIRA BANDEIRA,1966-04-24,FEMININO,855007983616330,86035406247,(12) 95448-3905,0,2025-08-27 13:45:00,0,0,0001234571,ESF 5,2023-12-09,0001234571,ESF 5,0,2026-08-01
700499,CICRANA QUINTELA BITTENCOURT,2022-11-16,FEMININO,758086595431764,90392933099,(14) 98975-1811,0,2024-10-12 11:20:00,0,0,0001234571,ESF 5,,,,0,2026-08-01
700500,SICRANA VALADARES ORNELAS,1970-11-14,FEMININO,751048977064293,26480219814,(16) 93581-1600,0,2024-10-04 11:40:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700501,FULANO DOS ALBUQUERQUE,1961-10-28,MASCULINO,828843113649581,49727999515,(19) 95844-4527,0,2025-11-06 12:30:00,0,0,0001234567,ESF  1 ,2025-08-26,0001234567,ESF  1 ,1,2026-08-01
700502,BELTRANA NOGUEIRA,1966-12-07,FEMININO,701419776847536,29255783735,(11) 95728-8959,0,2025-03-24 08:30:00,1,0,0001234568,ESF 2,,,,0,2026-08-01
700503,BELTRANO ORNELAS DOS BITTENCOURT,2009-01-06,MASCULINO,862015712489233,07455669527,(14) 91648-7043,0,2025-08-24 12:15:00,1,0,0001234570,ESF 4,2025-03-23,0001234570,ESF 4,0,2026-08-01
700504,BELTRANA DOS QUEIROZ,1948-01-22,FEMININO,777988264773853,24984890704,(13) 95270-7605,0,2026-04-13 14:20:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700505,A,2014-11-21,FEMININO,879693310742551,77332111901,(15) 97721-5284,0,2026-06-01 14:00:00,0,0,0001234573,ESF 7,2024-12-19,0001234573,ESF 7,0,2026-08-01
700506,CICRANA GUIMARAES,1951-01-05,FEMININO,892575031140461,58149524747,(13) 94915-7905,0,2025-12-16 09:15:00,0,0,0001234567,ESF  1 ,2026-05-30,0001234567,ESF  1 ,2,2026-08-01
700507,CICRANA SAMPAIO DE CARVALHO,1976-08-07,FEMININO,862442336913822,39072128355,(14) 93898-5538,1,2026-05-05 12:40:00,0,0,0001234572,ESF 5,2026-03-02,0001234572,ESF 5,1,2026-08-01
700508,SICRANA QUINTELA DANTAS,1937-02-02,FEMININO,786558670330938,69873361724,(15) 96238-7030,0,2025-09-23 14:20:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700509,FULANO SALGADO,1964-06-06,MASCULINO,725706961898072,38032483889,(14) 95178-4653,0,2024-09-12 14:15:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700510,CICRANO CARVALHO,1981-02-19,MASCULINO,740399167796212,15609123161,(12) 91527-9675,0,2026-01-21 10:10:00,0,0,0001234567,ESF  1 ,2025-04-04,0001234567,ESF  1 ,0,2026-08-01
700511,CICRANO MESQUITA DOS VALADARES,1993-05-19,MASCULINO,759632070959465,42982518377,(19) 92142-7350,0,2026-05-23 09:30:00,0,0,0001234567,ESF  1 ,2022-06-24,0001234567,ESF  1 ,0,2026-08-01
700512,FULANO TEIXEIRA,1964-01-02,MASCULINO,747300350861585,86951101681,(17) 98640-6684,0,2025-06-15 12:45:00,0,0,0001234568,ESF 2,2024-02-10,0001234568,ESF 2,0,2026-08-01
700513,BELTRANO FURTADO XAVIER,2002-08-28,MASCULINO,853138951565146,64222899101,(16) 99180-8390,0,2025-12-13 13:45:00,0,0,0001234570,ESF 4,2025-12-12,0001234570,ESF 4,1,2026-08-01
700514,BELTRANA DA QUINTELA,2024-04-29,FEMININO,793730651223892,89107542811,(18) 96360-1925,0,2026-03-31 10:30:00,0,0,0001234569,ESF 3,2026-03-24,0001234569,ESF 3,1,2026-08-01
700515,CICRANA PEIXOTO DA SAMPAIO,1979-06-02,FEMININO,749405436154167,77747681144,(17) 92433-6184,0,2025-10-05 15:00:00,0,0,0001234571,ESF 5,2025-09-06,0001234571,ESF 5,1,2026-08-01
700516,FULANO MESQUITA QUINTELA,1945-11-18,MASCULINO,890242814910348,95425631163,(15) 95736-9916,0,2024-09-03 10:10:00,0,0,0001234568,ESF 2,2023-12-23,0001234568,ESF 2,0,2026-08-01
